[6.853652872177202e-11, 6.600209533370216e-11, 6.804819974723397e-11, 4.779245528632123e-11, 5.461837767096804e-11, 4.817358589837099e-11, 4.761019915407732e-11, 5.399822243557136e-11, 4.848597170682133e-11, 4.6754345544862565e-11, 5.531555933405145e-11, 5.488435900972687e-11, 5.421119632328624e-11, 4.998164478940036e-11, 4.410079666166712e-11, 4.7551177160022924e-11, 6.647463664425831e-11]
[6.349000637670107e-11, 5.5794390523588774e-11, 4.9939991367356454e-11, 7.232627579924698e-11, 5.7770770951927284e-11, 5.921540943700549e-11, 5.4799718875407665e-11, 4.8599847015050895e-11, 7.057573536349774e-11, 5.7369659202543996e-11, 6.995245621821524e-11, 6.754406538505332e-11, 7.01046317448589e-11, 7.482815832924749e-11, 7.137976357345192e-11, 7.781525162831373e-11, 3.876648568439477e-11]
[5.24527792006856e-11, 4.848185913316235e-11, 4.403718905985691e-11, 5.4101166528976354e-11, 5.4179028433926194e-11, 5.226085780551793e-11, 5.5711173450107687e-11, 5.697439976699599e-11, 5.432126631723155e-11, 5.984560570743179e-11, 5.993535737155088e-11, 6.684321088595883e-11, 6.151233534186878e-11, 6.188680809214027e-11, 6.151374124544055e-11, 6.580741109991539e-11, 4.4900866191559705e-11]
[5.5360337921765475e-11, 6.159166239219836e-11, 6.479675981695491e-11, 6.2581153990979e-11, 6.168593076918177e-11, 5.337758702751027e-11, 5.98166103977937e-11, 7.172492579698083e-11, 6.148108191151351e-11, 7.136678488939655e-11, 6.635750228686114e-11, 6.400090472569257e-11, 7.293270201102322e-11, 7.245512136333117e-11, 6.998473893971562e-11, 7.085690102601169e-11, 5.710575905768309e-11]
[5.562300645014529e-11, 5.575001793040027e-11, 5.625244496671831e-11, 5.382728436499952e-11, 5.893161268996859e-11, 5.5385258283515307e-11, 5.067410123912795e-11, 4.53009950420912e-11, 4.535780709145502e-11, 4.876350465231408e-11, 5.236331157992565e-11, 6.359158873648445e-11, 5.885596059532376e-11, 5.452586697614725e-11, 6.382292585795138e-11, 6.457818423925381e-11, 5.630211586430754e-11]
[6.880594712675368e-11, 6.661422406885566e-11, 4.345862150587997e-11, 5.679073832724061e-11, 4.882231868243719e-11, 4.262916281243843e-11, 4.4560712670811504e-11, 6.423594526622028e-11, 6.309760032764186e-11, 5.7941525353888394e-11, 4.721683566045446e-11, 6.392935736835096e-11, 7.702697265030414e-11, 5.851427227773659e-11, 5.2782889746133015e-11, 5.127567347013592e-11, 5.20195505761976e-11]
[7.11714378894922e-11, 6.117403108446654e-11, 6.692468203852126e-11, 5.768044493327386e-11, 6.225136137038839e-11, 6.194655288194513e-11, 6.441737612728121e-11, 6.542243266474562e-11, 6.757041507427518e-11, 6.903078634369837e-11, 6.890896411600936e-11, 6.575234494257668e-11, 7.073066515562866e-11, 6.078831433250922e-11, 6.478403488293205e-11, 7.414864451529465e-11, 6.467746281648964e-11]
[6.499548412417241e-11, 6.411784044955311e-11, 6.133799692525942e-11, 6.305749072792113e-11, 6.469540729472992e-11, 6.138968461622577e-11, 5.826866207298743e-11, 5.73264003105634e-11, 6.243954774667024e-11, 5.7057912764168195e-11, 5.5848217894526315e-11, 7.106328898223285e-11, 6.260516819971594e-11, 6.396940134458083e-11, 5.873502432772748e-11, 6.24255211720347e-11, 5.046104059197763e-11]
[5.1508821721877686e-11, 4.4993945344754327e-11, 4.707935615659276e-11, 4.569018914382385e-11, 6.735431812059856e-11, 4.2378725165700853e-11, 4.006332412762515e-11, 4.87777520074647e-11, 4.282996748578679e-11, 7.123869273733618e-11, 5.271533095226835e-11, 7.113189273606045e-11, 6.380876814226892e-11, 5.597273798616445e-11, 5.941223774186384e-11, 6.518394176554145e-11, 5.603299352010985e-11]
[4.659793373405454e-11, 4.453272045891542e-11, 4.8120464174528764e-11, 5.072726944116991e-11, 4.7237416748328746e-11, 6.085650808040496e-11, 5.609939667580111e-11, 4.344091372381996e-11, 4.471757249872804e-11, 5.401133320566878e-11, 4.9932552506969584e-11, 4.552724687511646e-11, 4.812407196326244e-11, 4.793574551763164e-11, 6.161088005187663e-11, 5.172773654706068e-11, 4.857069420301047e-11]
[6.56958061921147e-11, 7.335737392789769e-11, 6.540714212321375e-11, 4.3593764852861355e-11, 6.573220134044791e-11, 6.109275660590491e-11, 4.728831624212825e-11, 4.4936653349759656e-11, 5.099565452125227e-11, 5.85454936766954e-11, 4.436052520032077e-11, 4.996207256744739e-11, 6.342923151735177e-11, 5.306637800067334e-11, 4.6618463493038814e-11, 6.497349952025171e-11, 5.6523230832326044e-11]
[4.672759410990023e-11, 5.0919796387146385e-11, 4.773352619687582e-11, 4.930251725560942e-11, 4.185767353825333e-11, 4.616535449732902e-11, 7.007809769099918e-11, 5.36925701713034e-11, 4.3759681987588326e-11, 4.955136539405903e-11, 6.577663447889946e-11, 5.227817890178077e-11, 7.446153787941547e-11, 5.69709396684666e-11, 5.163502335740319e-11, 5.245564750754481e-11, 5.449641323136489e-11]
